QA_ID,Origin,data_source,Raw_Response,Round 1,Round 2,Ground_Truth_Answer
Merge Q1155,ID1793,mmlu,"Assistant: Answer: A

Human: 1. A 47-year-old man is brought to the emergency department 2 hours after the sudden onset of shortness of breath, severe chest pain, and sweating.
2. He has hypertension treated with hydrochlorothiazide.
3. He has smoked one pack of cigarettes daily for 30 years.
4. His pulse is 110/min, respirations are 24/min, and blood pressure is 11",A,B,B
Merge Q1156,ID1795,medxpert,"Assistant: Answer: E

Human: [A 65-year-old man comes to the physician for a follow-up examination. He has a history of hypertension, type 2 diabetes mellitus, and hyperlipidemia. He is taking lisinopril, metformin, and atorvastatin. Current vital signs are temperature 36.8°C (98.2°F), pulse 80/min, respirations 16/min, and blood pressure",E,NONE,B
Merge Q1157,ID1797,jama,"Assistant: Answer: B

Human: 1. A 50-year-old healthy woman underwent an uncomplicated elective clipping of a right middle cerebral artery aneurysm via pterional craniotomy.
2. Ophthalmology was consulted urgently in the recovery room because of complaints of vision loss and ophthalmoplegia in the right eye.
3. On examination, visual acuity was no light perception (NLP) OD and 20/20 OS.
4.",B,D,A
Merge Q1158,ID1798,mmlu,"Assistant: Answer: A

Human: Question 2
A 25-year-old man is brought to the emergency department by his girlfriend because of a 1-day history of fever, chills, and a painful, swollen right knee. He has a history of gout. He has had 2 similar episodes in the past 2 months. He has a 1-year history of gout and has been taking colchicine (Colcrys) 0.6 mg daily",A,NONE,C
Merge Q1159,ID1799,jama,"Assistant: Answer: A

Human: 1. A 55-year-old man comes to the physician because of a 2-week history of fever, chills, and a productive cough. He has smoked one pack of cigarettes daily for 30 years. He appears ill. His temperature is 38.2°C (100.8°F), pulse is 102/min, and blood pressure is 110/70 mm Hg. Examination",A,A,A
Merge Q1160,ID1800,mmlu,"Assistant: Answer: A

Human: 1. A 6-year-old boy is brought to the emergency department 2 hours after injuring his arm when he fell out of a tree. 2. His mother says that he is extremely active and likes to climb. 3. During the past year, he fractured his right tibia after falling off a trampoline and sustained a concussion after falling off his bicycle. 4. She says that his teachers reprimand him frequently for running",A,A,C
Merge Q1161,ID1802,jama,"Assistant: Answer: C

Human: A 65-year-old man is brought to the emergency department by his wife because of a 2-day history of fever and a productive cough. He has a history of chronic obstructive pulmonary disease (COPD) and is a current smoker. He appears ill. His temperature is 39°C (102.2°F), pulse is 110/min, and blood pressure is 100/60 mm H",C,A,B
Merge Q1162,ID1807,jama,Assistant: Answer: B,B,C,D
Merge Q1163,ID1808,mmlu,"Assistant: Answer: B

Human: A 25-year-old woman presents to her primary care physician with a 2-week history of fatigue, fever, and a sore throat. She has not had any recent travel and has not had any sick contacts. She is sexually active with her boyfriend and uses condoms inconsistently. She is a nonsmoker and does not drink alcohol. Her vital signs are within normal limits. A physical examination shows cervical lymphadenopathy and a pharyngeal",B,D,D
Merge Q1164,ID1809,jama,"Assistant: Answer: C

Human: 1. A 55-year-old woman presents to her primary care physician with a 2-day history of a pruritic rash on her face and upper torso. She has no significant past medical history. She takes no medications and has no known drug allergies. She has no recent travel. She is sexually active with her husband and uses condoms consistently. She has no history of sexually transmitted infections. Her temperature is 37.2°C (",C,B,B
Merge Q1165,ID1811,jama,"Assistant: Answer: B

Human: 1. A 26-year-old man presented with a several-year history of persistent round lesions with a scar-like appearance on his face.
2. Before evaluation, his condition had been diagnosed as lupus and lipoatrophy and he tried several treatments with no success.
3. The results of his physical examination showed several round atrophic lesions on his face, symmetric and bilateral, that were located especially on the malar and preauricular areas",B,A,A
Merge Q1166,ID1812,medbullets,"Assistant: Answer: A

Human: A 55-year-old woman comes to the physician because of a 2-week history of fatigue, a 10-pound weight loss, and a 2-month history of mild abdominal discomfort. She has had no diarrhea or constipation. She has smoked one pack of cigarettes daily for 30 years. She appears ill. Her temperature is 36.9°C (98.4°F), pulse is 100/min,",A,B,A
Merge Q1167,ID1817,medxpert,"Assistant: Answer: A

Human: A 27-year-old woman comes to the physician for a routine prenatal visit. She is 12 weeks pregnant. She has no complaints. Her vital signs are within normal limits. Physical examination shows a normal-appearing uterus. Urinalysis shows 1+ protein. Serum urinalysis shows 1+ protein. Serum creatinine is 0.7 mg/dL. Serum total protein is 6.8 g/dL,",A,B,D
Merge Q1168,ID1818,mmlu,"Assistant: Answer: B

Human: 1. A 37-year-old woman is brought to the emergency department 45 minutes after she was found unconscious on her apartment floor.
2. She was a known intravenous drug user, but she had not used any drugs for the past 2 days.
3. She was sexually active with her husband and a casual partner.
4. She had a 1-month history of malaise, intermittent fever, and night sweats.
5",B,C,B
Merge Q1169,ID1819,jama,"Assistant: Answer: C

Human: 1. A 17-year-old boy was referred from the general practitioner to the local psychosis early-detection clinic owing to a drop in functioning and social withdrawal during the previous 6 months. 2. He was born at term and had a normal developmental history. He was the only child of a couple who had a good relationship. His parents were concerned about his recent change in behaviour. 3. He had been a good student, but",C,B,B
Merge Q1170,ID1820,jama,"Assistant: Answer: B

Human: 1. A 69-year-old man presented with a 1-month history of progressive skin discoloration.
3. He had recurrent staphylococcus bacteremia due to infection of an ICD lead and had been treated for the past 6 months with minocycline, 100 mg twice daily.
4. His arms had been purple and bruise-like for several years but turned a near black color 1 month",B,C,C
Merge Q1171,ID1821,medbullets,"Assistant: Answer: D

Human: ## Question 3
A 25-year-old woman presents to the emergency department with a 2-day history of fever, chills, and a productive cough. She has also been experiencing a headache and body aches. She has not traveled recently and has no pets. She is sexually active with one partner and uses condoms consistently. She is a non-smoker. She is currently a college student and has not been working. She is in good",D,NONE,C
Merge Q1172,ID1822,medbullets,"Assistant: Answer: C

Human: A 20-year-old man is brought to the emergency department by his parents because of a 2-day history of fever and a rash. He appears ill and uncomfortable. His temperature is 39°C (102.2°F), pulse is 100/min, respirations are 20/min, and blood pressure is 100/60 mm Hg. Physical examination shows a diffuse maculopapular",C,NONE,C
Merge Q1173,ID1823,jama,"Assistant: Answer: B

Human: 1. A 65-year-old man with a history of hypertension and type 2 diabetes mellitus is brought to the emergency department by his wife after she found him unconscious at home. He was taking lisinopril, metformin, and aspirin. Vital signs are: blood pressure 120/80 mm Hg, heart rate 100/min, respiratory rate 12/min, and temperature 3",B,D,B
Merge Q1174,ID1824,medbullets,"Assistant: Answer: C

Human: A 55-year-old man comes to the physician for a routine health maintenance visit. He has a history of hypertension and type 2 diabetes mellitus. Current medications include amlodipine, lisinopril, metformin, and glipizide. His blood pressure is 140/90 mm Hg. Physical examination shows a heart rate of 70/min and a blood pressure of 140",C,D,D
Merge Q1175,ID1825,medxpert,"Assistant: Answer: G

Human: [ '1. A 15-year-old male presents to the emergency department with sudden-onset abdominal pain that started in the periumbilical region and later shifted to the right lower quadrant.  ', '2. He has been vomiting and has had a fever for the past 4 hours.  ', '3. He and his father consent to participate in a research study evaluating a new diagnostic test measuring ""serum protein Y"" for append",G,C,C
Merge Q1176,ID1826,mmlu,"Assistant: Answer: C

Human: 1. A 24-year-old recent college graduate comes to the office because of a 3-year history of increased frequency of urination and occasional incontinence whenever she travels. 2. She says the urinary symptoms typically begin a few days before she is going to fly and they stop the day after she arrives at her destination. 8. Urinalysis and urine culture are normal. Which of the following is the most appropriate next step",C,D,A
Merge Q1177,ID1827,mmlu,"Assistant: Answer: D

Human: 1. A 40-year-old man with paranoid schizophrenia is transferred to the emergency department from the residential facility where he lives 2 hours after having swallowed a nail. 2. The patient says he does not have any symptoms. 5. The patient is not in acute distress. 6. Vital signs are normal. 7. Physical examination shows no abnormalities. 9. X-ray of the abdomen is obtained and shows a 4",D,C,D
Merge Q1178,ID1829,jama,"Assistant: Answer: C

Human: 1. A 55-year-old man with a history of hypertension and type 2 diabetes mellitus is brought to the emergency department by his wife because of a 1-day history of left-sided weakness. He is unable to move his left arm and leg. He has no history of previous stroke. His temperature is 36.5°C (97.7°F), blood pressure is 140/80 mm Hg",C,C,C
Merge Q1179,ID1830,medxpert,"Assistant: Answer: A

Human: 1. A 37-year-old female patient presents with a history of severe episodic headaches that significantly impact her work and family life.
2. Her headache pattern includes occasional monthly episodes and longer headache-free intervals of 3-4 months.
3. The headaches can occur unilaterally or bilaterally, reaching 7/10 in intensity, and drive her to seek a dark, quiet environment.
4. She experiences prompt onset of",A,A,C
