row_index,GPT4o_answer,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
1724,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1725,,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
1726,,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
1727,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1728,C,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1729,B,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1730,E,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1731,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1732,,,,,,,,,,,,,,,,,,,,,,
1733,D,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1734,,,,,,,,,,,,,,,,,,,,,,
1735,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,
1736,,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1737,A,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
1738,D,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1739,,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,
1740,,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
1741,,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1742,,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
1743,D,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1744,E,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1745,,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
1746,,,,,,,,,,,,,,,,,,,,,,
1747,C,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1748,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
1749,,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1750,,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
1751,,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1752,,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1753,,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1754,E,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1755,C,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,
1756,,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
1757,C,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1758,,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1759,,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,
1760,B,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1761,D,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1762,,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1763,C,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
1764,C,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1765,D,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1766,,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,
1767,B,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
1768,D,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
1769,C,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1770,D,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1771,D,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1772,B,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,
1773,B,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1774,,,,,,,,,,,,,,,,,,,,,,
1775,D,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,,,,,
1776,D,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,
1777,D,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1778,,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1779,,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1780,,High Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,
1781,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1782,,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
1783,C,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1784,,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1785,D,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,
1786,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,
1787,D,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
1788,B,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Low Relevance
1789,B,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1790,C,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1791,C,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,
1792,B,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1793,B,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,,,,
1794,,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1795,B,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1796,D,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
1797,A,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1798,A,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1799,A,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
1800,,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1801,,,,,,,,,,,,,,,,,,,,,,
1802,,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1803,A,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1804,A,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1805,A,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,
1806,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
1807,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1808,B,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,
1809,,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1810,C,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1811,B,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1812,,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1813,,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1814,,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1815,D,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1816,C,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1817,B,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1818,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
1819,B,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,
1820,B,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
1821,C,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,
1822,B,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
1823,D,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1824,,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1825,A,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1826,D,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,
1827,,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
1828,B,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1829,,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
1830,C,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,
1831,C,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
1832,A,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
1833,,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
1834,B,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,,,,,,,,,
1835,,,,,,,,,,,,,,,,,,,,,,
1836,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1837,C,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1838,,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1839,D,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,,,,,,,,,
1841,B,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Irrelevant,Low Relevance,,,,
1842,D,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1843,C,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,
1844,D,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
1845,A,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1846,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1847,D,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,
1848,B,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1849,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,
1850,B,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1851,C,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1852,,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1853,A,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1854,C,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
1855,,,,,,,,,,,,,,,,,,,,,,
1856,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1857,C,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1858,D,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,
1859,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,
1860,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1861,D,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1862,B,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
1863,,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1864,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,
1865,A,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1866,,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
1867,B,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1868,D,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1869,B,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1870,,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,
1871,B,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
1872,D,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1873,A,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
1874,D,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
1875,C,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,
1876,C,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1877,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,
1878,D,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,,,,,,,,,,,,
1879,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,
1880,A,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1881,C,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
1882,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1883,E,Low Relevance,High Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,
1884,D,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1885,,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,,,,,,
1887,,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1888,C,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1889,,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1890,,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
