Origin,Problem ID,Labeled date,Duration (s),Labeling state,# Qualified reads,Flag messages,Flag reasons,User ID,p,q1,Correct answer,Response correct,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,data_source_corr_x,data_source_corr_y,data_source_corr
ID0839,25262229,,191.18,Labeled,4,,,580167,,a,,,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0839,25262229,,109.007,Labeled,4,,,579516,,b,,,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0839,25262229,,72.022,Labeled,4,,,579547,,c,,,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0838,25262230,,145.174,Labeled,3,,,579499,,d,,,high relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0838,25262230,,65.643,Labeled,3,,,112168,,d,,,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0838,25262230,,60.052,Labeled,3,,,579608,,d,,,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0829,25262239,,579.331,Labeled,5,,,126913,,a,,,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0829,25262239,,226.256,Labeled,5,,,586785,,a,,,high relevance,high relevance,low relevance,low relevance,not relevant,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0829,25262239,,132.161,Labeled,5,,,579493,,d,,,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0829,25262239,,276.961,Labeled,5,,,579918,,d,,,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0829,25262239,,174.277,Labeled,5,,,579505,,d,,,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0823,25262245,,312.233,Labeled,5,,,579474,,b,,,low relevance,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0823,25262245,,68.265,Labeled,5,,,580256,,f,,,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0823,25262245,,115.958,Labeled,5,,,349529,,b,,,not relevant,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0823,25262245,,52.927,Labeled,5,,,579547,,b,,,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0823,25262245,,361.777,Labeled,5,,,585923,,b,,,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0822,25262246,,137.291,Labeled,4,,,112168,,a,,,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0822,25262246,,106.836,Labeled,4,,,581304,,a,,,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0822,25262246,,123.606,Labeled,4,,,579600,,a,,,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0822,25262246,,112.246,Labeled,4,,,579470,,a,,,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0820,25262248,,65.017,Labeled,3,,,579505,,g,,,high relevance,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0820,25262248,,34.96,Labeled,3,,,580262,,e,,,high relevance,low relevance,low relevance,low relevance,,,,,,,,,,,,,,,,,,medxpert,medxpert,medxpert
ID0820,25262248,,192.927,Labeled,3,,,580167,,e,,,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0817,25262251,,102.727,Labeled,5,,,112168,,a,,,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0817,25262251,,218.153,Labeled,5,,,579918,,e,,,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0817,25262251,,227.421,Labeled,5,,,579494,,b,,,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0817,25262251,,72.935,Labeled,5,,,579474,,b,,,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0817,25262251,,70.314,Labeled,5,,,579505,,b,,,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
